"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HN03","HN03_ATTRIBUTES","HN04","HN04_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","HX03","HX03_ATTRIBUTES","HX04","HX04_ATTRIBUTES","HX05","HX05_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LN03","LN03_ATTRIBUTES","LN04","LN04_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","LX03","LX03_ATTRIBUTES","LX04","LX04_ATTRIBUTES","LX05","LX05_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MN03","MN03_ATTRIBUTES","MN04","MN04_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","MX03","MX03_ATTRIBUTES","MX04","MX04_ATTRIBUTES","MX05","MX05_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00351862","1917-04","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","0.0","6","0.0",",6","23",",6","13",",6","0",",6","","","","","0",",6","3",",6","0",",6","0",",6","0",",6","","","","","-1.1",",6,15,","","","","","20.8",",,6,20,","19.4",",6,28,+","","","2737.1","6","","","","","","","","","287.8",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","123.4",",,,6","","","8.74",",6","13.53",",,,6","3.94",",,,6","",""
"USC00351862","1917-05","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","0.0","6","0.0",",6","11",",6","6",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","4",",6","0",",6","","","","","0.6",",6,02,","","","0",",,6,31,+","8.6",",,6,19,","25.6",",6,27,","867.5",",,,6","2916.7","6","","","","","","","","","179.6",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.1",",,,6","0",",,,6","12.54",",6","18.69",",,,6","6.38",",,,6","",""
"USC00351862","1917-06","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","2.5","6","2.5","4,6","8",",6","4",",6","0",",6","","","","","0","2,6","0","2,6","0","4,6","20","4,6","2","4,6","","","","","1.7","2,6,12,","","","","","6.6",",,6,09,","32.2","4,6,18,+","","","2986.8","6","","","","","","","","","70.1","4,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.8",",,,6","","","15.73","4,6","24.73","4,,,6","6.73","2,,,6","",""
"USC00351862","1917-07","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","77.4","6","74.9",",6","0",",6","0",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","31",",6","14",",6","","","","","2.8",",6,05,","","","0",",,6,31,+","0.0",",T,6,28,","39.4",",6,14,","","","6.2","6","","","","","","","","","6.2",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0",",T,,6","0",",,,6","20.55",",6","31.29",",,,6","9.81",",,,6","",""
"USC00351862","1917-08","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","152.8","6","75.4",",6","1",",6","0",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","31",",6","13",",6","","","","","6.1",",6,04,","","","0",",,6,31,+","0.3",",,6,17,","36.1",",6,23,+","","","7.9","6","","","","","","","","","1.7",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3",",,,6","0",",,,6","20.71",",6","31.46",",,,6","9.96",",,,6","",""
"USC00351862","1917-09","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","158.9","6","6.1",",6","11",",6","7",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","21",",6","0",",6","","","","","4.4",",6,24,","","","0",",,6,30,+","18.0",",,6,08,","30.6",",6,16,","","","72.5","6","","","","","","","","","64.6",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.6",",,,6","0",",,,6","16.39",",6","23.45",",,,6","9.32",",,,6","",""
"USC00351862","1917-10","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","","","","","0",",6","0",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","","","0",",,6,31,+","0.0",",T,6,07,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0",",T,,6","0",",,,6","","","","","","","",""
"USC00351862","1917-11","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","","","0.0","4,6","11",",6","8",",6","1",",6","","","0",",6","0","4,6","5","4,6","0","4,6","0","4,6","0","4,6","15","","","","-2.2","4,6,26,","","","0",",,6,30,+","34.0",",,6,29,","20.0","4,6,21,","","","","","","","","","","","","","254.2","4,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","123.2",",,,6","0",",,,6","8.56","4,6","13.97","4,,,6","3.14","4,,,6","",""
"USC00351862","1917-12","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","","","0.0",",6","27",",6","21",",6","5",",6","","","","","0",",6","5",",6","0",",6","0",",6","0",",6","2","","","","-1.7",",6,10,+","","","","","50.0",",,6,19,","18.9",",6,29,","","","","","","","","","","","","","307.7",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","347.2",",,,6","","","8.41",",6","11.47",",,,6","5.34",",,,6","",""
"USC00351862","1918-01","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","0.0","6","0.0",",6","18",",6","16",",6","1",",6","","","","","0",",6","4",",6","0",",6","0",",6","0",",6","","","","","-6.1",",6,31,","","","","","36.3",",,6,11,","14.4",",6,05,","","","","","","","","","","","","","341.2",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","184.4",",,,6","","","7.33",",6","10.40",",,,6","4.26",",,,6","",""
"USC00351862","1918-02","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","0.0","6","0.0",",6","20",",6","14",",6","2",",6","","","2",",6","0",",6","14",",6","0",",6","0",",6","0",",6","","","","","-3.9",",6,28,+","","","25",",,6,13,+","38.9",",,6,06,","16.1",",6,09,","","","","","","","","","","","","","354.8",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","195.3",",,,6","50",",,,6","5.66",",6","9.99",",,,6","1.33",",,,6","",""
"USC00351862","1918-03","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","0.0","6","0.0",",6","13","1,6","9","1,6","0","1,6","","","","","0",",6","10",",6","0",",6","2",",6","0",",6","","","","","-3.9",",6,07,","","","","","24.1","1,,6,22,","23.3",",6,29,","","","","","","","","","","","","","329.7",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.3","1,,,6","","","7.70",",6","13.27",",,,6","2.13",",,,6","",""
"USC00351862","1918-04","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","0.0","6","0.0",",6","6",",6","5",",6","0",",6","","","0",",6","0",",6","7",",6","0",",6","10",",6","0",",6","","","","","-4.4",",6,03,","","","0",",,6,30,+","8.1",",,6,09,","26.7",",6,19,","","","","","","","","","","","","","250.5",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.0",",,,6","0",",,,6","9.98",",6","17.78",",,,6","2.19",",,,6","",""
"USC00351862","1918-05","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","0.0","6","0.0","2,6","","","","","","","","","","","0",",6","1",",6","0","2,6","13","2,6","0","2,6","","","","","0.0",",6,21,","","","","","","","27.2","2,6,29,","885.2","4,,,6","","","","","","","","","","","173.5","2,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.34","2,6","19.87","2,,,6","4.80",",,,6","",""
"USC00351862","1918-06","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","39.1","6","39.1",",6","0",",6","0",",6","0",",6","","","","","0",",6","0",",6","0",",6","29",",6","5",",6","","","","","2.2",",6,01,","","","","","0.0",",,6,30,+","36.1",",6,30,","1673.7","2,,,6","","","","","","","","","","","29.0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0",",,,6","","","18.67",",6","28.34",",,,6","9.00",",,,6","",""
"USC00351862","1918-08","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","","","44.7","5,6","3",",6","2",",6","0",",6","","","","","0","4,6","0","4,6","0","5,6","26","5,6","6","5,6","","","","","6.1","4,6,20,+","","","","","6.4",",,6,17,","37.2","5,6,30,+","","","","","","","","","","","","","23.1","5,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.0",",,,6","","","19.08","5,6","28.05","5,,,6","10.11","4,,,6","",""
"USC00351862","1918-09","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","","","51.3",",6","3",",6","1",",6","0",",6","","","","","0",",6","0",",6","0",",6","29",",6","12",",6","","","","","2.2",",6,24,","","","","","12.4",",,6,13,","33.9",",6,27,+","1066.8","1,,,6","","","","","","","","","","","19.7",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.2",",,,6","","","19.39",",6","29.43",",,,6","9.34",",,,6","",""
"USC00351862","1918-10","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","","","0.8","2,6","9",",6","6",",6","1",",6","","","","","0",",6","2",",6","0","2,6","12","2,6","0","2,6","","","","","-0.6",",6,22,","","","","","31.5",",,6,16,","26.7","2,6,01,","","","","","","","","","","","","","157.0","2,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.0",",,,6","","","13.02","2,6","20.04","2,,,6","6.00",",,,6","",""
"USC00351862","1918-11","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","","","0.0",",6","12",",6","9",",6","1",",6","","","","","0",",6","9",",6","0",",6","0",",6","0",",6","","","","","-3.3",",6,27,","","","","","39.1",",,6,14,","17.8",",6,01,","","","","","","","","","","","","","340.6",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","119.2",",,,6","","","6.98",",6","11.63",",,,6","2.33",",,,6","",""
"USC00351862","1918-12","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","","","0.0",",6","14",",6","12",",6","0",",6","","","","","0",",6","17",",6","0",",6","0",",6","0",",6","","","","","-7.2",",6,31,","","","","","22.4",",,6,14,","15.6",",6,03,","","","","","","","","","","","","","434.2",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","108.5",",,,6","","","4.33",",6","8.10",",,,6","0.55",",,,6","",""
"USC00351862","1921-01","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","0.0","6","0.0","1,6","22",",6","17",",6","1",",6","","","1",",6","0",",6","11",",6","0","1,6","0","1,6","0","1,6","","","","","-3.9",",6,11,","","","46",",,6,15,","33.5",",,6,05,","12.2","1,6,05,+","","","","","","","","","","","","","419.9","1,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","181.7",",,,6","46",",,,6","4.30","1,6","7.21","1,,,6","1.40",",,,6","",""
"USC00351862","1921-02","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","0.0","6","0.0",",6","17",",6","14",",6","1",",6","","","0",",6","0",",6","3",",6","0",",6","0",",6","0",",6","","","","","-3.3",",6,17,","","","0",",T,6,15,+","35.8",",,6,20,","17.8",",6,26,+","","","","","","","","","","","","","311.9",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","136.6",",,,6","0",",T,,6","7.19",",6","10.97",",,,6","3.42",",,,6","",""
"USC00351862","1921-03","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","0.0","6","0.0",",6","15",",6","11",",6","1",",6","","","","","0",",6","5",",6","0",",6","2",",6","0",",6","","","","","-1.7",",6,14,","","","","","35.1",",,6,16,","21.1",",6,29,+","","","","","","","","","","","","","318.1",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","107.4",",,,6","","","8.07",",6","12.76",",,,6","3.38",",,,6","",""
"USC00351862","1921-04","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","0.0","6","0.0",",6","14",",6","9",",6","0",",6","","","0",",6","0",",6","6",",6","0",",6","2",",6","0",",6","","","","","-2.2",",6,07,+","","","0",",T,6,03,","9.1",",,6,13,","21.7",",6,09,+","","","","","","","","","","","","","269.8",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.4",",,,6","0",",T,,6","9.34",",6","15.04",",,,6","3.63",",,,6","",""
"USC00351862","1921-05","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","0.0","6","0.0",",6","7",",6","4",",6","0",",6","","","","","0",",6","1",",6","0",",6","11",",6","0",",6","","","","","0.0",",6,11,","","","","","17.3",",,6,01,","27.2",",6,24,","1249.7","1,,,6","","","","","","","","","","","181.2",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.9",",,,6","","","12.49",",6","18.67",",,,6","6.30",",,,6","",""
"USC00351862","1921-06","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","4.2","6","4.2",",6","11",",6","3",",6","0",",6","","","","","0",",6","0",",6","0",",6","23",",6","0",",6","","","","","3.3",",6,16,","","","","","9.9",",,6,18,","28.9",",6,03,","1211.2",",,,6","","","","","","","","","","","63.4",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.0",",,,6","","","16.36",",6","22.98",",,,6","9.74",",,,6","",""
"USC00351862","1921-07","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","15.6","6","11.4","1,6","0",",6","0",",6","0",",6","","","","","0",",6","0",",6","0","1,6","28","1,6","0","1,6","","","","","2.2",",6,03,","","","","","0.0",",,6,31,+","31.7","1,6,23,+","2122.8","1,,,6","38.8","6","","","","","","","","","38.8","1,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0",",,,6","","","17.43","1,6","26.55","1,,,6","8.30",",,,6","",""
"USC00351862","1921-08","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","38.4","6","22.8",",6","3",",6","0",",6","0",",6","","","","","0",",6","0",",6","0",",6","30",",6","2",",6","","","","","3.9",",6,24,","","","","","1.0",",,6,18,","35.0",",6,07,","2006.4",",,,6","69.5","6","","","","","","","","","30.7",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.0",",,,6","","","18.08",",6","26.73",",,,6","9.42",",,,6","",""
"USC00351862","1921-09","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","38.4","6","0.0",",6","5",",6","3",",6","1",",6","","","","","0",",6","0",",6","0",",6","23",",6","0",",6","","","","","0.6",",6,13,","","","","","26.7",",,6,18,","26.7",",6,10,+","955.6","1,,,6","186.9","6","","","","","","","","","117.4",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.6",",,,6","","","14.42",",6","22.37",",,,6","6.47",",,,6","",""
"USC00351862","1921-10","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","38.4","6","0.0",",6","11",",6","7",",6","1",",6","","","","","0",",6","0",",6","0",",6","11",",6","0",",6","","","","","0.6",",6,01,","","","","","28.2",",,6,26,","27.8",",6,07,","","","361.1","6","","","","","","","","","174.2",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.1",",,,6","","","12.71",",6","19.16",",,,6","6.27",",,,6","",""
"USC00351862","1921-11","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","38.4","6","0.0",",6","22",",6","16",",6","2",",6","","","","","0",",6","1",",6","0",",6","0",",6","0",",6","","","","","-1.1",",6,17,","","","","","80.3",",,6,20,","18.3",",6,05,","","","658.5","6","","","","","","","","","297.4",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","271.9",",,,6","","","8.42",",6","12.13",",,,6","4.71",",,,6","",""
"USC00351862","1921-12","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","38.4","6","0.0",",6","19",",6","7",",6","1",",6","","","3",",6","0",",6","18",",6","1",",6","0",",6","0",",6","","","","","-7.2",",6,25,+","","","102",",,6,19,","27.2",",,6,01,","16.7",",6,12,","","","1121.6","6","","","","","","","","","463.1",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.4",",,,6","178",",,,6","3.39",",6","6.90",",,,6","-0.11",",,,6","",""
"USC00351862","1922-01","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","0.0","6","0.0",",6","15",",6","11",",6","0",",6","","","1",",6","0",",6","25",",6","2",",6","0",",6","0",",6","","","","","-10.0",",6,19,","","","38",",,6,28,","20.3",",,6,05,","12.2",",6,08,","","","1632.2","6","","","","","","","","","510.6",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.5",",,,6","38",",,,6","1.86",",6","5.94",",,,6","-2.21",",,,6","",""
"USC00351862","1922-02","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","0.0","6","0.0",",6","16",",6","11",",6","2",",6","","","0",",6","0",",6","16",",6","0",",6","0",",6","0",",6","","","","","-8.3",",6,01,","","","0",",,6,28,+","34.0",",,6,08,","14.4",",6,06,","","","2039.1","6","","","","","","","","","406.9",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","123.1",",,,6","0",",,,6","3.80",",6","8.04",",,,6","-0.43",",,,6","",""
"USC00351862","1922-03","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","0.0","6","0.0",",6","22",",6","14",",6","1",",6","","","0",",6","0",",6","12",",6","0",",6","0",",6","0",",6","","","","","-5.0",",6,01,","","","13",",,6,04,","25.9",",,6,04,","16.7",",6,31,","","","2428.5","6","","","","","","","","","389.4",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","147.6",",,,6","13",",,,6","5.77",",6","10.50",",,,6","1.04",",,,6","",""
"USC00351862","1922-04","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","0.0","6","0.0",",6","11",",6","8",",6","0",",6","","","","","0",",6","11",",6","0",",6","2",",6","0",",6","","","","","-1.7",",6,18,","","","","","9.7",",,6,14,","23.3",",6,25,","","","2739.0","6","","","","","","","","","310.5",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.0",",,,6","","","7.98",",6","14.31",",,,6","1.65",",,,6","",""
"USC00351862","1922-05","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","10.2","6","10.2",",6","11",",6","4",",6","0",",6","","","","","0",",6","3",",6","0",",6","12",",6","1",",6","","","","","-1.1",",6,08,","","","","","5.1",",,6,21,","32.2",",6,30,","1396.1","3,,,6","2905.8","6","","","","","","","","","166.8",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.5",",,,6","","","13.28",",6","20.67",",,,6","5.89",",,,6","3346","2,,,6"
"USC00351862","1922-06","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","22.4","6","12.2",",6","1",",6","0",",6","0",",6","","","","","0",",6","0",",6","0",",6","28",",6","2",",6","","","","","3.9",",6,15,","","","","","0.5",",,6,09,","33.3",",6,25,+","1861.2",",,,6","2955.4","6","","","","","","","","","49.6",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5",",,,6","","","17.09",",6","26.31",",,,6","7.86",",,,6","2988",",,,6"
"USC00351862","1922-07","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","64.1","6","41.7","1,6","0",",6","0",",6","0",",6","","","","","0",",6","0",",6","0","1,6","30","1,6","8","1,6","","","","","5.0",",6,22,+","","","","","0.0",",,6,31,+","37.8","1,6,02,","2103.1",",,,6","27.1","6","","","","","","","","","27.1","1,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0",",,,6","","","18.83","1,6","28.97","1,,,6","8.68",",,,6","2759",",,,6"
"USC00351862","1922-08","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","81.6","6","17.5",",6","5",",6","2",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","2",",6","","","","","5.0",",6,20,","","","","","14.0",",,6,11,","33.3",",6,05,","1537.7",",,,6","55.9","6","","","","","","","","","28.8",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.1",",,,6","","","17.97",",6","26.43",",,,6","9.51",",,,6","2596",",,,6"
"USC00351862","1922-09","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","98.0","6","16.4",",6","7","1,6","6","1,6","0","1,6","","","","","0",",6","0",",6","0",",6","25",",6","3",",6","","","","","3.9",",6,23,+","","","","","19.8","1,,6,27,","35.6",",6,11,","1339.9",",,,6","128.1","6","","","","","","","","","72.2",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.0","1,,,6","","","16.47",",6","25.18",",,,6","7.76",",,,6","",""
"USC00351862","1922-10","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","98.0","6","0.0",",6","14",",6","10",",6","1",",6","","","","","0",",6","0",",6","0",",6","3",",6","0",",6","","","","","1.7",",6,29,+","","","","","34.3",",,6,25,","21.1",",6,10,+","","","338.6","6","","","","","","","","","210.5",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","123.9",",,,6","","","11.54",",6","16.92",",,,6","6.17",",,,6","",""
"USC00351862","1922-11","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","98.0","6","0.0",",6","15",",6","10",",6","0",",6","","","","","0",",6","17",",6","0",",6","0",",6","0",",6","","","","","-4.4",",6,23,+","","","","","14.0",",,6,10,","13.9",",6,17,","","","753.7","6","","","","","","","","","415.1",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.0",",,,6","","","4.50",",6","9.05",",,,6","-0.05",",,,6","",""
"USC00351862","1922-12","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","98.0","6","0.0",",6","22",",6","18",",6","4",",6","","","","","0",",6","15",",6","5",",6","0",",6","0",",6","","","","","-8.9",",6,14,","","","","","42.7",",,6,09,","15.0",",6,24,","","","1221.4","6","","","","","","","","","467.7",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","282.5",",,,6","","","3.25",",6","6.91",",,,6","-0.42",",,,6","",""
"USC00351862","1923-01","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","0.0","6","0.0",",6","26",",6","18",",6","3",",6","","","0",",6","0",",6","13",",6","0",",6","0",",6","0",",6","","","","","-6.1",",6,31,+","","","0",",T,6,28,","64.8",",,6,06,","12.2",",6,06,+","","","1646.4","6","","","","","","","","","425.0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","262.0",",,,6","0",",T,,6","4.62",",6","7.97",",,,6","1.27",",,,6","",""
"USC00351862","1923-02","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","0.0","6","0.0",",6","11",",6","6",",6","0",",6","","","4",",6","0",",6","23",",6","0",",6","0",",6","0",",6","","","","","-6.1",",6,01,","","","76",",,6,12,+","16.3",",,6,12,","15.0",",6,28,","","","2080.0","6","","","","","","","","","433.6",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.1",",,,6","241",",,,6","2.85",",6","7.58",",,,6","-1.89",",,,6","",""
"USC00351862","1923-03","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","0.0","6","0.0",",6","16",",6","11",",6","0",",6","","","0",",6","0",",6","15",",6","0",",6","4",",6","0",",6","","","","","-6.7",",6,03,","","","0",",T,6,08,","10.2",",,6,12,+","25.6",",6,30,","","","2446.9","6","","","","","","","","","366.9",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.4",",,,6","0",",T,,6","6.50",",6","12.98",",,,6","0.01",",,,6","",""
"USC00351862","1923-04","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","0.0","6","0.0",",6","11",",6","7",",6","0",",6","","","","","0",",6","1",",6","0",",6","6",",6","0",",6","","","","","-0.6",",6,09,","","","","","13.5",",,6,21,","26.1",",6,15,","711.6","5,,,6","2690.0","6","","","","","","","","","243.1",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.9",",,,6","","","10.23",",6","16.51",",,,6","3.95",",,,6","2852","1,,,6"
